n_linea,ctexto1,ctexto2,distancia,texto1,texto2
2364,86,7,82,polias y procedmienos en relcón con la actvdad resizada en el ámto de la retnancacón y,%Tipo* 
2365,91,12,88,"Fucstucurción 68 méstemos y eédios a cientes, siendo los reguiios minenas para coslquera de",5.01 - 6.00 
2366,30,12,28,estes operaciones los siguente,6.01 - 7.00 
2367,38,15,34,* Voluntad de pago por pare del deudr.,Sin TIN mínimo 
2368,36,6,33,Experiencia de a entdad con e ciente,Total 
2369,31,82,63,Sostenicad a meco y lago piezo.,*Tipo de interés mínimo medio del intervalo ponderado por el principal pendiente. 
2370,84,101,79,"Fluorzo de ls grans, rales o personales aportadas, en todo caso, mantenimiento delas","De los 925 préstamos hipotecarios con cláusula suelo, en 861 la cláusula suelo está activa a fecha 9 "
2371,10,102,94,starts ias,de junio de 2014 y por tanto el tipo de interés nominal utilizado para el cálculo de las cuotas es el 
2372,84,99,74,Cuando e detectan nico de detroro en casos cria e ciente que puedan poner en rsao el,establecido en su correspondiente cláusula suelo. El tipo de interés mínimo medio de los préstamos 
2373,88,97,80,"Formal cumpimiento de pago y cancelación de los nesgos cortados, o ben pueden presentare",hipotecarios con cláusulas suelo ponderado por el principal pendiente a 9 de junio de 2014 es el 
2374,88,7,86,"ineencias an el coo Se las deudas pendientes, BANTIEARA realza un esudo de su situación.","2,86%. "
2375,32,91,73,racatando la nirmación nacesana.,La distribución por Entidad Cedente de los préstamos hipotecarios seleccionados que tienen 
2376,89,63,68,+ Documentación actualizada y acretaa dela capacidad de generación de recursos recurentes,establecido un tipo de interés nominal mínimo es la siguiente: 
2377,56,78,61,on as que la contapars deba atender 2 obigenanes nancras,Cartera de préstamos hipotecarios con tipo de interés mínimo al día 9.06.2014 
2378,86,33,67,+ Situación de los pagos pencientes y preisones para hacer rento los vencidos y los de,Distribución por Entidad Cedente 
2379,47,16,40,"pro vencriento, teo comerciales como inanceros.",Entidad Cedente 
2380,92,10,86,A continuación se analzará la documentación inormacón recabada para rezar un dagnóstoo de la,Préstamos 
2381,85,13,77,"Auecón y de la prodemálea del ciento, Gsleminendo l 2e ula de povlemas Coyuiurls O de",hipotecarios 
2382,10,21,18,Sara sarta,Principal pendiente  
2383,96,8,91,"Una vez detectada y anslzadalastación del prestatario y delos legos con él asumidos, las poioles",(euros) 
2384,37,11,35,decisiones a acopie sonas siguientes:, BANTIERRA 
2385,86,23,81,+ Establecimiento de períodos de carencia: posbldad de establecer periodos de carencia, CAJA RURAL DE GRANADA 
2386,77,23,72,"splazamienos o slspensiones temporales de cunas de amorizacón, fesrudendo los", CAJA RURAL DE NAVARRA 
2387,59,22,54,alendatos de emorización tra a superación de las iiculades., CAJA RURAL DE TERUEL 
2388,86,6,82,+ Fielnancacón: posíbidad de alargar los plazos de amorizacón iso esima coniuidad e la,Total 
2389,85,99,72,generación de recursos de la contapare yde esta oema e consigue una mejor adopción su,"En relación con las cláusulas suelo, la reciente Sentencia nº 241/2013, de la Sala de lo Civil del "
2390,20,102,89,Asponibdad de tones.,"Tribunal Supremo, de fecha 9 de mayo de 2013, ha declarado la nulidad, por su falta de transparencia, "
2391,89,101,65,+ esstuctuación modificación de la esucturay de a relación de operaciones asumidas con el,de las cláusulas suelo contenidas en determinadas escrituras de préstamos hipotecarios suscritos con 
2392,82,98,69,"lente, sustuyerdols por operaciones más adecuadas y acordes a las cxcunsancias del","consumidores correspondientes a tres entidades de crédito, si bien declaró la subsistencia de los "
2393,48,66,48,"lente, desu actividad y posidedes de cancelación",correspondientes contratos y la irretroactividad de la sentencia. 
2394,53,98,69,"+ Alanzamientoo,en su caso, rtorzamiento de garantias","A efectos aclaratorios, se indica que, en el análisis de los préstamos hipotecarios de la cartera "
2395,95,95,78,Analzada la stación y alcanzado un acuerdo con ciente se eme un intorme porel rea de análisis y,"seleccionada realizado por las Agencias de Calificación, no se ha considerado la existencia de "
2396,90,101,77,"seguimiento de nsgos crecio, sometendo a aprobación del operación aa Comisión de Fisgos de","cláusulas suelo, por lo que, en su caso, la hipotética eliminación de las cláusulas suelo no tendría "
2397,86,41,67,la onda con los miémos cars y delegacón e fauces estancos para la aprobación de uevas.,impacto en la calificación de los Bonos. 
2398,90,96,76,operaciones e normándeso acconalmente al órgano comisión de grado supere de los acuerdos y,Las Entidades Cedentes han comunicado a la Sociedad Gestora que la utilización de cláusulas que 
2399,56,98,73,medidas adopds en todos ls procesos de reestructuración.,"establezcan tipos mínimos y/o máximos en los préstamos con garantía hipotecaria con consumidores, "
2400,95,90,70,Entodo caso e cuenta co a colaboraión aca de ls responsables comerciales y de asesoria juridica,se adecuará a la política comercial y de negocio establecida por las Entidades Cedentes.  
2401,95,88,76,"la cual, cuando sea necesario, emsirá dciamen y opinión roleional delas mplcaciones, tuación de",La formalización de dichas cláusulas con los clientes se ajustará en todo momento a los 
2402,17,100,87,los cortos y gara,"requerimientos que tanto la normativa legal y reglamentaria, como la dictada por el Banco de España "
2403,49,70,39,Proceso de recuperación de préstamos hipotecarios,determinen para su utilización en préstamos con garantía hipotecaria. 
2404,11,96,87,Las palicas,Parte de los préstamos hipotecarios seleccionados tienen establecido un tipo de interés nominal 
2405,25,102,85,picar en este proceso son,máximo que limita la variabilidad al alza del tipo de interés nominal aplicable. Los tipos de interés 
2406,88,97,72,+  Establacininto de mecanismos para garantizar la detección temprana de problemas crios,"nominales máximos aplicables a los préstamos hipotecarios seleccionados a 9 de junio de 2014, se "
2407,81,52,59,en las operacones a In de lograr la antiacón en la búsqueda de soluciones a estos,"encuentran en un rango entre el 12,00% y el 30,00%. "
2408,10,102,95,problemas.,El siguiente cuadro muestra la distribución de los préstamos hipotecarios seleccionados en intervalos 
2409,82,96,74,"+ Ejecución de les operaciones dudosas en El menor tempo posible, salvo que eustan","de 1,00% del tipo de interés nominal máximo aplicable para la determinación del tipo de interés "
2410,81,64,59,posilidades muy eidents de resolución extalucl más rápida 0 Sevo que exstan pocas,nominal. No se detallan los intervalos que no tienen contenido. 
2411,41,51,41,Postalizades e detener el ecobro en vi ui,Cartera de préstamos hipotecarios al día 9.06.2014 
2412,81,64,58,"» Revisión peca de los dudosos y fados históricos por sl, debido a cambios en las",Clasificación por tipos de interés nominales máximos aplicables 
2413,64,25,53,"«srcunstancas de ls deudores, existiezen posbicdades de recobro.",Intervalo % Tipo Interés 
2414,49,7,45,Expediente de seguimiento y recuperación de deuda,máximo 
2415,91,23,77,"En el sistema norm 40 se genera desd el primer dla de impago deforma auom Hs un “espedente""",Préstamos hipotecarios 
2416,85,21,70,por cada acuerdo. El árecir o resporsablo de cada oltna Consutara diameno las alas de,Principal pendiente  
2417,99,7,96,"""expedientes que el sistema informátco genera, Seguidamente se efectuarán las gestiones comerciales",%Tipo* 
2418,44,13,39,"arametrzadas, tano tllónicas como parconales",interés máx. 
2419,89,8,84,Todas las gesiones realizadas ls nccadas y as que se realcen) han de quedar rejadas an al,(euros) 
2420,93,14,89,expediente. Antes de los 48 dls de impago deberán tener una solución adopiaca y aportada 8 la,11.01 - 12.00 
2421,92,14,89,"Situacón regla, salvo que la tuación dl deudor exis la necesidad de adelantar esto proceso y",14.01 - 15.00 
2422,68,14,64,xcepio los azuerds de cartera que deberán ser plazo máximo als 0 das,16.01 - 17.00 
2423,80,14,77,"Cumpidos loe plazos Indcsdos anteromente, el área de nesgo de crio depeamento de",17.01 - 18.00 
2424,86,14,82,recuperaciones. resbir el expedento co Juto con el nforme de la sucusal pera Seteminas,25.01 - 30.00 
2425,14,15,15,Euaconas segur,Sin TIN máximo 
2426,22,6,19,Gestión del expediente,Total 
2427,88,82,70,Una vez reci el epederte en senico centales y ant la ausencia de una solución invecaa al,*Tipo de interés máximo medio del intervalo ponderado por el principal pendiente. 
2428,93,96,79,"inpago, este departamento ientará contactar con ls inerónenis del ecuerdo, nicando su vez las",l) Información sobre la fecha de vencimiento final de los préstamos hipotecarios seleccionados. 
2429,91,97,78,roieacones Iehacentes perinentes Buras) para que en caso de incumplir lo paciado ss nice la,El siguiente cuadro muestra la distribución de los préstamos hipotecarios seleccionados según la 
2430,84,104,78,Feclamacón Judola por el departamento de setos legos plesmando esas actuaciones como,"fecha de vencimiento final en intervalos anuales, así como la vida total residual media ponderada y las "
2431,29,46,33,úestones en el tema Inormaneo,fechas de vencimiento final mínima y máxima.  
2432,95,51,75,Cuando el tiempo de incumplmiento supere los días que el daparameno de recuperaciones considere,Cartera de préstamos hipotecarios al día 9.06.2014 
2433,88,44,70,"perinene en cada caso, se fectara el expediente neceseño para naar el támio Jia! dede el",Clasificación por el año amortización final 
2434,26,27,22,epaameno de asunos legales,Año de amortización final  
2435,18,10,14,Procedimiento Judi,Préstamos 
2436,94,13,84,E deparameno de recuperaciones remite al departamento de asesoría ufaca aqueños expedentes que,hipotecarios 
2437,89,20,77,han ¿nvado en mera. Jn con toda la decumentacón Otgnal necesana para Maa el procedimiento,Principal pendiente 
2438,92,18,79,"Revisados lo espedints, e prepara la documentacón necesaria, comprobando la posible exiserca",Vida Residual mp* 
2439,91,8,85,"e cobos parciales del acuerdo dudoso, que hayan ido eleciades después del echa de coricacón",(euros) 
2440,76,5,73,"e la deuda, cone in de cuanlicaconsstemente la demanda y Iqudar a aca judia,",Años 
2441,96,6,92,Una vez enviada la documentación l procurado os datos relatos al procecmiento quedan registrados,Fecha 
2442,91,12,89,"en base de datos de seguimiento itemo de ls letrados de departamento, así como en el ssiema",15/06/2015  
2443,29,12,27,"Sgialzado de arto e a antied,",28/12/2016  
2444,21,12,19,CAJA RURAL DE GRANADA,19/09/2017  
2445,17,12,17,es de orginación:,26/12/2018  
2446,90,12,88,La detibucón se realza a ravés dela red de ofnas. El ámbto de actuación as desanoli en las,22/04/2019  
2447,80,12,77,provincias de Granada (150 ocn) Málaga (51 ona) Almeria (4 ofcnas) y Macia (oia),16/09/2020  
2448,21,12,20,rocesos de concesión:,27/10/2021  
2449,89,12,87,La Caja furl de Granada utiza un sistema de anisis y valoración que pere far una cacación,19/09/2022  
2450,43,12,41,reotc a un cliente. Dicho sistema srve par:,08/05/2023  
2451,35,12,33,+  Facarpolicas de esgo coherentes.,14/08/2024  
2452,27,12,25,"+ Delegación de facultades,",18/07/2025  
2453,38,12,36,+ Posta polics de precios dieenciadas.,26/07/2026  
2454,93,12,91,El método ratog proprciona una calcacón recia mediante una regresión logística donde se tenen,25/07/2027  
2455,97,12,95,"“en cuenta dos Apos de vanables: las props del ciente (alos, balances, cuenta de resulacs, elo) y",02/04/2028  
2456,81,12,79,"Variables en función de la vinclacón de la empresa al grupo yal sistema inanciro,",25/06/2029  
2457,92,12,89,"Las calcaciones del modelo osclan ente 1 y 8, siendo esto limo nivel e de mejor caficacó. La",10/07/2030  
2458,78,12,76,"Aplcación ca luar a vos pos de tomes: a) noes generas, () nomas agregados y ()",21/07/2031  
2459,93,12,91,El proceso de admisión nace a part dela sdnisón de la solia del ciente. Ceja ural de Granada.,14/09/2032  
2460,87,12,85,"""ene normalizado el alcance mínmo de la documentacn que debe formar un expedame para un",28/05/2033  
2461,64,12,62,Adecuado estudio del esgo on linde ablar una correcta valoración,29/07/2034  
2462,91,12,89,"ras el estudo y anális del espedent, la ona slator la preceptiva propuesta. Sa operación es",26/07/2035  
2463,88,12,86,"aceptada, se pass al poceso de sanción por pae deldrector (eno atrbucines por sí slo ala",26/06/2036  
2464,89,12,87,"Comisión de otcina corespendera, Sus decisiones Son mancomunadas) o ben se seva al órgano",01/10/2037  
2465,96,12,94,colegiado de sanción en sentis centrales cuando excede del ámoto de delegación de airtacionee en,10/05/2038  
2466,38,12,36,Delegación de atribuciones en rlesgos:,06/08/2039  
2467,97,12,95,El consejo rector eega enla comisión de dsscción a dstricin de los órganos colegiados de sanción.,12/07/2040  
2468,89,12,87,así como las abucones a cancer esos Úlimos y aquelas oras que lengan caracter ineidual La,21/06/2041  
2469,93,12,91,"delegación del consejo rector contempla el volumen de esgo,excepcoas y operalva que e detañan",15/09/2042  
2470,16,12,15,las ¿queres págs,28/03/2043  
2471,93,51,74,La comisión de disccón ens detnid el esquema de atbuciones d la entidad con e que se persigue,Cartera de préstamos hipotecarios al día 9.06.2014 
2472,53,44,41,Conga ls artes jos desta. end se contengan a squenies,Clasificación por el año amortización final 
2473,24,27,23,=— Aribucione Incviduaes,Año de amortización final  
2474,15,10,13,2 Camins Oiena.,Préstamos 
2475,18,13,14,"2 Comisónde legos,",hipotecarios 
2476,16,20,15,"Comisión Genera,",Principal pendiente 
2477,31,18,24,Comisión de gesión de regulares,Vida Residual mp* 
2478,31,8,27,Comisión de previsión de ddosid,(euros) 
2479,18,5,16,Comisión de Diccón,Años 
2480,30,6,27,Conca Rector Comisión Ejecuta.,Fecha 
2481,95,12,93,"Entérinos cuantatwos, el siguiente cuadr recoge sl nel de atbucions de os órganos colegiados de",08/08/2044  
2482,36,12,34,Operativa de sanción de operaciones.,17/07/2045  
2483,88,12,86,Las sanciones dento de Cada égaro colegiado deberán adopiarse por unanimidad: en caso de,24/07/2046  
2484,90,12,88,"“iscrepancia ente sus components, la peración e triada para su sanción al rgano de sanción",07/10/2047  
2485,59,12,57,inmedatemene supero La sanción podrá tener rs valores poses,10/05/2048  
2486,39,12,37,A Aprobada enlas condiciones propuestas,27/07/2049  
2487,28,12,26,8. Abrobada en ovas condones,28/06/2050  
2488,13,12,13,E. Destavrabl,20/07/2051  
2489,14,12,14,RECUPERACIONES,03/09/2052  
2490,41,12,39,"ICUITO DEL EXPEDIENTE RECUPERACIÓN DEUDA,",14/02/2053  
2491,94,6,89,Enel departamento de recuperaciones lujo de expedientes se insa porla enreda de stos a1avés de,Total 
2492,91,19,79,"la nidad de precomercoses En la gestón y análs e estos en precontencosos, an aso de sanción", Media ponderada:  
2493,93,15,84,"para via juical pasará a a nidad de Conterciosos, para su remitió judia, pucióndose deteminar", Media simple: 
2494,91,9,85,"ra stuación y sanción por inconvenenca na necesidad de la reclamación jc (por ejemplo, pace", Mínimo: 
2495,97,9,93,"latidos por Inolwencia,concionado la ejecución de or operación, dación en pago, ete. La salida de", Máximo: 
2496,95,121,94,"úexpecienes de recuperaciones será por egulrizacó pol causa que se (pago, retinancación, dación",*   Vida residual a la fecha de vencimiento final (en meses y fecha) son medias ponderadas por el principal pendiente de 
2497,10,86,81,"enpago, e)",los préstamos hipotecarios que tienen el vencimiento final en el año correspondiente. 
2498,25,75,60,Unidad e precontenciosos.,m) Información sobre la distribución geográfica por Comunidades Autónomas. 
2499,89,87,67,"Entrada del expetete, gestores amistosa, ans, documentación y ventesciones de sowencis, y",El cuadro siguiente muestra la distribución por Comunidades Autónomas de los préstamos 
2500,84,80,70,"sanción del expednte. Relación con oteinas, y clemes cuando se requiero o es necesa.",hipotecarios según donde se halla ubicada la garantía del préstamo hipotecario. 
2501,87,51,69,"Tras el also, o propone 0 sanciona el pedirte, o se da de beja en caso de regulaización",Cartera de préstamos hipotecarios al día 9.06.2014 
2502,84,41,68,"precomencosos puede proponer un planeamiento alemaivo (renenciacón, por ejemplo) que",Clasificación por Comunidades Autónomas  
2503,90,23,77,"fecorduzca el expecente hacia 1o deparamento o unidad espacialzada, como Análss, Equipo de",Préstamos hipotecarios 
2504,89,20,78,"Fetnandaciones, undad de Promocón Inmobllata. et Insiando ala olona a realzar la oportuna",Principal pendiente 
2505,26,9,23,propuesta o recorideración,( euros) 
2506,95,10,88,En la comisión de previsión de dudosicad se estudarán y anslzarán todos aquetos asuntos que por,Andalucía 
2507,96,7,91,"riesgo exceda de las attbucionss de recuperaciones, y los que estén gestonados por seguimiento y",Aragón 
2508,87,10,80,únidad de promoción Inmaoaara pese a tener generado el expecento recuperación de deuda.,Cantabria 
2509,96,19,84,dopiándoso las decilones necesarias ara viar a entrada en dudosos y consegu la regularización de,Castilla-La Mancha 
2510,9,9,6,la deuda.,Cataluña 
2511,22,21,15,Unidad de Contenciosos,Comunidad Valenciana 
2512,97,9,91,"Conciliación de dos Iis.Contrtos, elaboración documentación para presentar demanda, seguimiento y",La Rioja 
2513,87,7,83,"gestión de expedientes judiciales. Relación, además de con cientes y olas, con abogados",Madrid 
2514,32,8,28,"Procuradores, Juzgado, y notaras",Navarra 
2515,88,11,82,De orma esquemática e ciclo del expectente de recuperación de deuda en Recupracianes es:,País Vasco 
2516,24,6,21,ExPTERECU [Gestóny nt AS,Total 
2517,5,98,95,Eo za,n) Información sobre si existen retrasos en el cobro de cuotas de principal o de intereses de los 
2518,12,88,80,Segamiro ui),"préstamos hipotecarios seleccionados y, en su caso, importe del principal actual de los "
2519,11,54,47,toga y Psic,"préstamos retrasados que excedan de 30, 60 y 90 días. "
2520,29,103,100,EXPEDIENTE RECUPERACIÓN DEUDA,"El siguiente cuadro muestra el número de préstamos hipotecarios, el principal pendiente de vencer y el "
2521,93,98,79,"Desde el Departamento de Recuperacione, la unidad de precontenciosos Iniiará el expediente de",principal vencido y no pagado de aquéllos préstamos hipotecarios seleccionados que se encontraban 
2522,67,75,59,"recuperación e deuda y realizará ls trámies y gestiones de recobro,",a 9 de junio de 2014 con algún retraso en el pago de los débitos vencidos. 
2523,96,56,69,La geción d estos expediente de recuperación de deuda se realzar a través de la aplicación en ls,Retrasos en el pago de cuotas vencidas al día 9.06.2014 
2524,72,10,66,delmismo nome ececiendo por acto recuperación deuda expeiene e eciamacin,Intervalo 
2525,50,11,47,GENERACIÓN DEL EXPEDIENTE DE RECUPERACIÓN DE DEUDA,Préstamos  
2526,92,20,79,"AL generarse l expodinto de recuperación de deuda en ls, a ocina recbrá un aviso (via correo",Principal pendiente 
2527,86,28,68,"electónico), para que lenga conocimento de que el expediente ha entrado en el ámbio de",Principal vencido no pagado 
2528,90,5,87,"Fecuperaciones, y del nico delas gestones. La on podrá poner de mantisto alguna sución que",Días 
2529,91,13,81,"s0a preciso que se conozca desde el departamento de recuperaciones (negociación con el cie,",hipotecarios 
2530,23,10,17,"celnanciacn en caro, ee",de vencer 
2531,94,15,85,"La generación del expediente de recuperación de dsc ss rezará an función de la meguirida, de a",% s/ Principal 
2532,16,16,12,siguente manera:,pendiente total 
2533,19,19,11,Porrazón del impago,Corriente de pagos 
2534,90,18,78,El ortero para que lis genere de foma atomática el expediente de recuperación de deus esla,Entre 1 y 15 días 
2535,88,19,77,"existencia de deuda vende 6 impegada supenor a 90 clas por capial, mereses femuneratoros",Entre 16 y 30 días 
2536,57,6,52,"ú«omisnes, o gastos: y en base als siguientes parémetros:",Total 
2537,15,91,85,De Tor AcuaS OS,Conforme a la declaración de las Entidades Cedentes en el apartado 2.2.8.2.(20) del Módulo 
2538,94,92,72,Estos parámetros podrán modiicarse por recuperaciones en función delas necesidades operatvas o,"Adicional, ninguno de los Préstamos Hipotecarios que finalmente sean cedidos al Fondo en su "
2539,17,101,90,úestatégcas da Cs,constitución tendrá débitos vencidos pendientes de cobro en el día de su cesión por plazo superior a 
2540,18,12,16,Porrazón subjetiva,un (1) mes. 
2541,93,102,79,En el momento en que se tenga conocimiento del motvo que hace necesario su nico. Se generarán,o) Ratio del saldo vivo del principal sobre el valor de tasación o el nivel de sobrecolateralización. 
2542,74,101,72,"manualmente instancia de a ona, drector d zona, actora, de recuperaciones.","El ratio, expresado en tanto por cien, entre el importe de principal pendiente de vencimiento a 9 de "
2543,95,96,81,Enlos asuntos inferiores a 1.000 (poque a cuantía) s procederá a su reclamación cuando concuran,junio de 2014 y el valor de tasación de los inmuebles hipotecados de los préstamos hipotecarios 
2544,69,90,70,"causes sbjetvas ya cero de la olona, recio de zona, audi recuperacion","seleccionados se encontraba comprendido entre el 2,91% y el 96,96%, siendo la razón media "
2545,86,78,68,"Estas causas subjivas pueden ser concuso de acreedores, conocimiento de embargos de ot","ponderada por el principal pendiente de cada préstamo hipotecario el 70,06%.  "
2546,85,101,82,"Gcreedoes,otrs reclamaciones en curso auacón economica 0 femlar del deudor, mpociid e","El siguiente cuadro muestra la distribución de los préstamos hipotecarios según intervalos del 5,00% "
2547,61,19,49,"pago aunque no tengala antgidad par generación automática, ae",de dicha relación. 
2548,57,51,55,UNIDAD DE PRECONTENCIOSOS: EXPEDIENTE RECUPERACIÓN DEUDA.,Cartera de préstamos hipotecarios al día 9.06.2014 
2549,26,65,51,Expediente de Recuperación,Clasificación por relación principal pendiente / Valor Tasación  
2550,88,20,75,"Generado el axpeente de recuperación de deuda de un acudo, se procederá por la unidad de",Intervalos Relación 
2551,94,23,80,"precomencosos revisar la siuacón global del ciete, abriendo, de modo manual, os expedientes de",Préstamos hipotecarios 
2552,94,20,82,"los demás acuerdos de cient, e Incluso 5 so tratase de un gupo comercial, el e os demás tulres",Principal pendiente 
2553,95,14,86,relacanados. Se lo asigna a Un gestor de recuperaciones. Recuperaciones recaba la documentación,(%) Principal 
2554,88,11,81,"necesaria (rgnles), que deben aprarse als Jugados (deben ser siempre arias), motvo por e",pendiente/ 
2555,60,14,53,ue debe montarse un expediente físico con sta documentación.,V. Tasación * 
2556,24,8,22,Análisis des se de Deuda,(euros) 
2557,96,13,91,"En recuperaciones se procede la revisión de solvencia: Servi general de indices, notas de regis,","0,00 - 4,99  "
2558,98,13,93,"óminas, vehiculos et. Los gasios generados son imputados al expediente de recuperación deuda y son","5,00 - 9,99  "
2559,46,15,42,Fonsulables po ls ins en el sistema inormátio.,"10,00 - 14,99  "
2560,94,15,88,"Se solctará, sl se considera necesario, nformación ala cfcina sobre gestores resizadas para la","15,00 - 19,99  "
2561,74,15,70,regularización dela deuda posibles propuestas que ein su reclamación judia,"20,00 - 24,99  "
2562,92,15,88,La olina deberá aportar a recuperaciones cuanta información o documentación adonal considere,"25,00 - 29,99  "
2563,61,15,57,necesaria aser poste mediante coreo electónico a recontecioos,"30,00 - 34,99  "
2564,91,15,87,"Precontenciosos evalla y realza las gestiones necesarias: envio de burlas reclamando deuda,","35,00 - 39,99  "
2565,75,15,69,"propuestas de retnancacón, calendato de pagos, stas o lamadas decsenos, et.","40,00 - 44,99  "
2566,32,15,29,Sino se consigue areglazación de,"45,00 - 49,99  "
2567,54,15,50,ea se procedo sancionar el especent de recuperación de,"50,00 - 54,99  "
2568,55,15,51,La sanción de un expediente recuperación de deuda será:,"55,00 - 59,99  "
2569,45,15,41,Via Judicial nia trámis juicio de reclamación,"60,00 - 64,99  "
2570,38,15,34,Import espe Dieta Cien ecamación Judea,"65,00 - 69,99  "
2571,74,15,69,"Pase alias: No procedo reclamar judicialmente, por insolencia w ora causa.","70,00 - 74,99  "
2572,82,15,78,Condconedo: Se deja  expentas del resulado de otra reclamación judo del lente (por,"75,00 - 79,99  "
2573,80,15,75,"ejemplo cuando Se rta de 2 operaciones, púmera y Segunda ipoleca y Se oecua sóla","80,00 - 84,99  "
2574,14,15,14,segunda ipoeca,"85,00 - 89,99  "
2575,56,15,51,"o; Puede ser dación en pago, plantes refinanciación etc.","90,00 - 94,99  "
2576,94,15,90,Existen rivels de atbuciones en recuperaciones para sancionar un expeciente de recuperación de,"95,00 - 99,99  "
2577,48,6,45,deuda. en funzn del es de la operación sancionar,Total 
2578,49,17,46,"""UNIDAD DE CONTENCIOSOS: PROCEDIMIENTO JUDICIAL -",Media Ponderada: 
2579,37,8,35,Tramitación y gestión de expedientes.,"69,94 % "
2580,95,14,86,En la unidad de contenciosos se realzan una serie de trámtos previos de vrcacón y concilacón de,Media Simple: 
2581,81,8,78,"infomación: comprebar que todos los dels, anto Sconóracos (plzo, ness, vana, el).","64,41 % "
2582,82,8,77,"interiets, donilos, etc, que constan 6n lis coinciden fomente con ello de la deuda",Mínimo: 
2583,92,7,89,"(escrtua, contrato, ec) De asto depende la ecacia dela posterior reciamacón judeial y que no","2,65 % "
2584,38,8,35,rogamos delecos deforma o os peruoados,Máximo: 
2585,91,8,88,"Se ceca la deuda en lis a una fecha en concreto, y se realza l vencimiento anticipado de la","96,75 % "
2586,91,94,68,"operación (se da por escindida y se reclama la ttaldad de la deuda, en préstamos y crédtos)",*Relación Principal pendiente / V. Tasación son medias ponderadas por el principal pendiente. 
2587,46,97,69,Sesclalmente no se pueden recamar deudas paris,"No hay sobrecolateralización en el Fondo, ya que el Saldo Vivo de Préstamos Hipotecarios que las "
2588,95,101,81,La ceriicaión dela deuda y su vencimiento anicpado supone a dotación automática por insolvencia,Entidades Cedentes cederán al Fondo en su constitución será igual o ligeramente superior a ciento un 
2589,90,99,78,"minima que estaiece la Cecular 412004 del Banco de España, o Superior sl as se sancionó el","millones ciento veinticuatro mil (101.124.000,00) euros, importe al que asciende la suma del valor "
2590,69,64,55,*xpeciente. Esto mplca la protección juridica de la cuenta vinculada.,nominal de la Emisión de Bonos y del principal del Préstamo B.  
2591,62,86,62,"Se elabora la documentación necesaria para presents a demanda,",p) Información sobre el uso de la vivienda y calificación de la vivienda en garantía. 
2592,77,103,70,"+"" Certicad y extract/iqudaión dela deuda, que deben digenciarse por un notas",El siguiente cuadro muestra la distribución de los préstamos hipotecarios seleccionados en función del 
2593,79,31,62,+ Caniicado de ineencón a Jstimacldel canta con naldad eeculva: e solia al nota,uso de la vivienda hipotecada. 
2594,39,51,38,que merino la operación en su concesión,Cartera de préstamos hipotecarios al día 9.06.2014 
2595,82,51,60,"339” equetmiento de pago ds la deude cetcada: a los interinientes, mediante buroas",Clasificación por el uso de la vivienda hipotecada 
2596,44,10,38,"requermento notara, o como proceda en u aso.",Préstamos 
2597,90,13,81,00 Entrega del expesiente el abogado colaboredor: para qu sabor a demanda corespondiente y,hipotecarios 
2598,51,21,43,queda presentada en e Juzgado través de procurador.,Principal pendiente  
2599,87,8,82,"El plazo medo de estas gestones, que los notas cotecconen a documentación requerida, se",(euros) 
2600,88,17,78,"acusen los recos de ls requerimientos de pago, ele, es de al menos 20 ¿ias en condeiones",Primera vivienda 
2601,44,17,36,"Formales, y sempre que no existen ncidencas,",Segunda vivienda 
2602,48,6,44,¡Gestión y Seguimiento de Expedientes Judiciales,Total 
2603,92,52,74,"En la unidas de contenciosos se gestiona y ss reza el seguimiento atodos os especentes juas,",2.2.3  Naturaleza legal de los activos titulizados. 
2604,89,100,72,"instando las acciones que Se consideren opofunas, y tomando las decisiones necesaras para","Las activos seleccionados para su titulización son préstamos con garantía de hipoteca inmobiliaria, "
2605,87,102,80,consegur la recuperación de la deuda. Todo ello En estrecha coloración con los abogados,formalizados en escritura pública (los “Préstamos Hipotecarios” concedidos Sor las Entidades Cedentes 
2606,91,104,82,"«olatoradores,y con las propias otcnas, además de aros cuando ls cicunstacisl requieren omo","a personas físicas con garantía de hipoteca inmobiliaria sobre viviendas terminadas (y, en su caso, sus "
2607,61,53,50,"“lrecores de zona, comisiones de nesgos, oros deparaments, ee",anejos -garajes y/o trasteros-) situadas en España.  
2608,88,105,82,El seguimiento de los expectetes juice se reslza a través ds la apicacón existe en is de,"Los Préstamos Hipotecarios han sido formalizados en escritura pública con sujeción a la Ley Hipotecaria, "
2609,91,85,75,"soil, donde quedarán tecogaos los aspectos más relevantes de toda la tramtación procesa) un","a las normas de regulación del mercado hipotecario, y disposiciones complementarias. "
2610,26,101,85,"procesmieto judia, como sn",La cesión de los derechos de crédito de los Préstamos Hipotecarios al Fondo se realizará mediante la 
2611,35,102,84,Abogado y procurador del expedente.,emisión por las Entidades Cedentes y la suscripción por el Fondo de Participaciones Hipotecarias y de 
2612,28,105,87,"Foche de entrega al abogado,","Certificados de Transmisión Hipoteca con sujeción a lo establecido por la Ley 2/1981, por la disposición "
2613,30,102,89,Feche de presentación demanda.,"adicional quinta de la Ley 3/1994 y el Real Decreto 716/2009, conforme a los términos previstos en el "
2614,19,44,37,IN Autos y Juzgado.,apartado 3.3 del presente Módulo Adicional. 
2615,16,66,55,Deuda reclamada.,2.2.4  Fecha o fechas de vencimiento o expiración de los activos. 
